"","Panther_ID","Panther_Name"
"387","PTHR11449","60S RIBOSOMAL PROTEIN L30-LIKE"
"388","PTHR42987","PROTEINASE"
"389","PTHR23118","ATP CITRATE SYNTHASE"
"390","PTHR32468","CATION_H(+) ANTIPORTER 5-RELATED"
"391","PTHR21381","ZGC:162297"
"392","PTHR31388","PEROXIDASE 37-RELATED"
"393","PTHR15576","RIBITOL-5-PHOSPHATE XYLOSYLTRANSFERASE 1"
"394","PTHR36571","PERIPLASMIC PROTEIN"
"395","PTHR36482","23 KDA JASMONATE-INDUCED PROTEIN-LIKE"
"396","PTHR13743","NEUROBEACHIN-LIKE PROTEIN 1"
"397","PTHR10891","EF HAND CALCIUM-BINDING FAMILY PROTEIN"
"398","PTHR43620","GLYCEROPHOSPHODIESTER PHOSPHODIESTERASE"
"399","PTHR33570","BLL4600 PROTEIN"
"400","PTHR21879","OSIRIS 15"
"401","PTHR45752","LEUCINE RICH REPEATS AND CALPONIN HOMOLOGY DOMAIN CONTAINING 4"
"402","PTHR24092","PHOSPHOLIPID-TRANSPORTING ATPASE"
"403","PTHR11782","GDA1_CD39 NUCLEOSIDE PHOSPHATASE FAMILY PROTEIN"
"404","PTHR31547","MULTIVESICULAR BODY SUBUNIT 12B"
"405","PTHR13848","PROTEIN YIPPEE-LIKE 5"
"406","PTHR14326","MICROTUBULE-DESTABILIZING PROTEIN 60"
"407","PTHR15185","B-CELL LYMPHOMA 9 BETA-CATENIN BINDING DOMAIN-CONTAINING PROTEIN"
"408","PTHR43778","PYRUVATE CARBOXYLASE"
"409","PTHR21229","TRANSMEMBRANE PROTEIN 87A"
"410","PTHR45633","HSP60, MITOCHONDRIAL, PUTATIVE-RELATED"
"411","PTHR11941","ETHYLMALONYL-COA DECARBOXYLASE"
"412","PTHR43649","ABC TRANSPORTER SUBSTRATE-BINDING PROTEIN YESO-RELATED"
"413","PTHR31589","NEPROSIN DOMAIN-CONTAINING PROTEIN"
"414","PTHR14002","TRANSFORMING GROWTH FACTOR-BETA RECEPTOR TYPE 3-LIKE PROTEIN"
"415","PTHR45792","DIACYLGLYCEROL LIPASE-ALPHA"
"416","PTHR23128","SERPENTINE RECEPTOR, CLASS E (EPSILON)-RELATED"
"417","PTHR37834","ESTERASE, SGNH HYDROLASE-TYPE"
"418","PTHR10590","SODIUM/NUCLEOSIDE COTRANSPORTER"
"419","PTHR33356","DUF4005 DOMAIN-CONTAINING PROTEIN"
"420","PTHR11984","GAP JUNCTION BETA-5 PROTEIN"
"421","PTHR43248","AB HYDROLASE-1 DOMAIN-CONTAINING PROTEIN"
"422","PTHR10283","SODIUM-DEPENDENT HIGH-AFFINITY DICARBOXYLATE TRANSPORTER 2"
"423","PTHR13931","UBIQUITIN CONJUGATION FACTOR E4 A"
"424","PTHR12761","HERMANSKY-PUDLAK SYNDROME PROTEIN 1"
"425","PTHR24252","TRANSMEMBRANE PROTEASE SERINE 2 ISOFORM X2"
"426","PTHR45630","CATION-TRANSPORTING ATPASE"
"427","PTHR12029","METHYLTRANSFERASE TARBP1-RELATED"
"428","PTHR31080","OS08G0338500 PROTEIN"
"429","PTHR31147","OS10G0105900 PROTEIN"
"430","PTHR48209","SYNDECAN_NEUREXIN DOMAIN-CONTAINING PROTEIN"
"431","PTHR43859","ACYL-ACTIVATING ENZYME 10-RELATED"
"432","PTHR33451","NA+_H+ ANTIPORTER"
"433","PTHR37720","BNAA04G28390D PROTEIN"
"434","PTHR24012","PROTEIN PES4-RELATED"
"435","PTHR45862","SGS DOMAIN CONTAINING PROTEIN"
"436","PTHR33172","OS09G0499000 PROTEIN"
"437","PTHR36048","RIBOSOME MATURATION FACTOR"
"438","PTHR33181","SUBFAMILY NOT NAMED"
"439","PTHR47521","SERPENTINE RECEPTOR, CLASS E (EPSILON)-RELATED"
"440","PTHR36710","PECTINESTERASE INHIBITOR 1"
"441","PTHR45811","COPPER TRANSPORT PROTEIN FAMILY"
"442","PTHR47990","GIBBERELLIN 2-BETA-DIOXYGENASE 1"
"443","PTHR11937","ACTIN-RELATED PROTEIN 1"
"444","PTHR48041","ABC TRANSPORTER G FAMILY MEMBER STR"
"445","PTHR45724","AQUAPORIN NIP3-2"
"446","PTHR33167","DUF863 DOMAIN-CONTAINING PROTEIN"
"447","PTHR26452","OLFACTORY RECEPTOR 9S13"
"448","PTHR13803","SEC23_SEC24 PROTEIN TRANSPORT FAMILY PROTEIN-RELATED"
"449","PTHR11260","GLUTATHIONE S-TRANSFERASE"
"450","PTHR13318","OS08G0459100 PROTEIN"
"451","PTHR31175","BINDING PROTEIN, PUTATIVE-RELATED"
"452","PTHR12688","DYNEIN LIGHT INTERMEDIATE CHAIN"
"453","PTHR22826","TRIPLE FUNCTIONAL DOMAIN PROTEIN"
"454","PTHR11361","DNA MISMATCH REPAIR PROTEINS MUTS FAMILY DOMAIN-CONTAINING PROTEIN"
"455","PTHR23171","TUFTELIN"
"456","PTHR35127","(RAPE) HYPOTHETICAL PROTEIN"
"457","PTHR45496","J DOMAIN-CONTAINING PROTEIN"
"458","PTHR43811","PEPTIDYLPROLYL ISOMERASE"
"459","PTHR13301","MIXED-LINKED GLUCAN SYNTHASE 9-RELATED"
"460","PTHR19965","THO COMPLEX SUBUNIT 4A-LIKE"
"461","PTHR24073","DRAB5"
"462","PTHR12542","EXOCYST SUBUNIT EXO70 FAMILY PROTEIN"
"463","PTHR21576","NODULIN-LIKE DOMAIN-CONTAINING PROTEIN"
"464","PTHR36127","COMM DOMAIN-CONTAINING PROTEIN"
"465","PTHR15590","CX9C MOTIF-CONTAINING PROTEIN 4"
"466","PTHR11596","ALKALINE PHOSPHATASE, GERM CELL TYPE"
"467","PTHR48042","ABC-TYPE XENOBIOTIC TRANSPORTER"
"468","PTHR10334","OS04G0290500 PROTEIN"
"469","PTHR36489","APPLE DOMAIN-CONTAINING PROTEIN"
"470","PTHR27006","CYSTEINE-RICH RECEPTOR-LIKE PROTEIN KINASE 10"
"471","PTHR35201","TERPENE SYNTHASE"
"472","PTHR33088","VEGETATIVE CELL WALL PROTEIN GP1-LIKE"
"473","PTHR34112","C-JUN-AMINO-TERMINAL KINASE-INTERACTING PROTEIN"
"474","PTHR47968","KINESIN-LIKE PROTEIN"
"475","PTHR35630","LEGUMINOSIN GROUP486 SECRETED PEPTIDE"
"476","PTHR16515","FEZ FAMILY ZINC FINGER PROTEIN 2"
"477","PTHR47797","CELLOBIOSE DEHYDROGENASE CYTOCHROME DOMAIN-CONTAINING PROTEIN"
"478","PTHR12623","NGFI-A-BINDING PROTEIN 2"
"479","PTHR24083","NUCLEAR HORMONE RECEPTOR FAMILY MEMBER NHR-153"
"480","PTHR15288","DENN DOMAIN-CONTAINING PROTEIN 2D"
"481","PTHR21636","PROTEIN DOK-7"
"482","PTHR35664","SPERMATID-SPECIFIC MANCHETTE-RELATED PROTEIN 1"
"483","PTHR45974","LEUCINE-RICH REPEAT-CONTAINING N-TERMINAL PLANT-TYPE DOMAIN-CONTAINING PROTEIN"
"484","PTHR31636","SCARECROW-LIKE PROTEIN 9"
"485","PTHR43832","FAMILY NOT NAMED"
"486","PTHR34491","COMBOVER, ISOFORM A"
"487","PTHR46667","OS09G0482740 PROTEIN"
"488","PTHR35985","OS07G0675200 PROTEIN"
"489","PTHR11847","RIBOSOMAL PROTEIN L15"
"490","PTHR33052","DUF4228 DOMAIN PROTEIN"
"491","PTHR45624","MITOCHONDRIAL BASIC AMINO ACIDS TRANSPORTER"
"492","PTHR47928","OS01G0800400 PROTEIN"
"493","PTHR16253","TETRATRICOPEPTIDE REPEAT PROTEIN 22"
"494","PTHR16517","TUB-LIKE PROTEIN 4A"
"495","PTHR30540","POTASSIUM TRANSPORTER"
"496","PTHR46116","UBC CORE DOMAIN-CONTAINING PROTEIN"
"497","PTHR34052","CUB AND SUSHI DOMAIN-CONTAINING PROTEIN 3"
"498","PTHR31988","SGNH HYDROLASE-TYPE ESTERASE DOMAIN-CONTAINING PROTEIN-RELATED"
"499","PTHR32263","POLY [ADP-RIBOSE] POLYMERASE"
"500","PTHR43490","(+)-NEOMENTHOL DEHYDROGENASE-LIKE"
"501","PTHR12932","TUBULIN POLYMERIZATION-PROMOTING PROTEIN"
"502","PTHR22999","PHOX DOMAIN, SORTING NEXIN, PX DOMAIN SUPERFAMILY"
"503","PTHR45778","PURPLE ACID PHOSPHATASE"
"504","PTHR11945","AGAMOUS-LIKE MADS-BOX PROTEIN AGL62"
"505","PTHR35392","ZN(II)2CYS6 TRANSCRIPTION FACTOR (EUROFUNG)"
"506","PTHR24230","G-PROTEIN COUPLED RECEPTORS FAMILY 1 PROFILE DOMAIN-CONTAINING PROTEIN"
"507","PTHR45893","POLYCOMB GROUP RING FINGER PROTEIN"
"508","PTHR45660","YDG DOMAIN-CONTAINING PROTEIN"
"509","PTHR43976","GLUCOSE_RIBITOL DEHYDROGENASE FAMILY PROTEIN-RELATED"
"510","PTHR14690","DYNEIN REGULATORY COMPLEX PROTEIN 11"
"511","PTHR15852","PROTEIN SSUH2 HOMOLOG"
"512","PTHR26451","OLFACTORY RECEPTOR 52D1"
"513","PTHR31042","GLYCOSYL TRANSFERASE, FAMILY 14"
"514","PTHR11727","BLL8166 PROTEIN"
"515","PTHR43557","MONODEHYDROASCORBATE REDUCTASE 4, CYTOSOLIC"
"516","PTHR20852","GLUTAMINE SYNTHETASE-RELATED"
"517","PTHR21139","TRIOSEPHOSPHATE ISOMERASE"
"518","PTHR27007","PROTEIN KINASE DOMAIN-CONTAINING PROTEIN"
"519","PTHR31545","SPEEDY PROTEIN A"
"520","PTHR45817","PROTEIN-LYSINE 6-OXIDASE"
"521","PTHR48005","LRR RECEPTOR-LIKE SERINE_THREONINE-PROTEIN KINASE"
"522","PTHR48049","GLYCOSYLTRANSFERASE"
"523","PTHR43636","ELONGATION FACTOR 2-LIKE PROTEIN"
"524","PTHR11124","VACUOLAR PROTEIN SORTING-ASSOCIATED PROTEIN 29"
"525","PTHR11559","CARBOXYLIC ESTER HYDROLASE"
"526","PTHR24015","PENTATRICOPEPTIDE REPEAT-CONTAINING PROTEIN"
"527","PTHR45917","CALCIUM BINDING PROTEIN 2"
"528","PTHR31985","AP2_ERF DOMAIN-CONTAINING PROTEIN"
"529","PTHR43903","CARBOXYLESTERASE TYPE B DOMAIN-CONTAINING PROTEIN"
"530","PTHR21371","KETOL-ACID REDUCTOISOMERASE, MITOCHONDRIAL"
"531","PTHR43391","OS02G0511100 PROTEIN"
"532","PTHR48413","FAMILY NOT NAMED"
"533","PTHR22932","PROTEIN PTGES3L-RELATED"
"534","PTHR21581","D-ALANYL-D-ALANINE ENDOPEPTIDASE"
"535","PTHR11486","FIBROBLAST GROWTH FACTOR"
"536","PTHR46798","OS09G0511500 PROTEIN"
"537","PTHR45736","GLUTAMINE-RICH PROTEIN 1-LIKE"
"538","PTHR21736","PROTEIN OBERON 4"
"539","PTHR22774","CHOREIN N-TERMINAL DOMAIN-CONTAINING PROTEIN"
"540","PTHR31218","WAT1-RELATED PROTEIN"
"541","PTHR31952","CB1 CANNABINOID RECEPTOR-INTERACTING PROTEIN 1"
"542","PTHR10209","FERULOYL COA ORTHO-HYDROXYLASE 2-LIKE"
"543","PTHR21435","MITOCHONDRIAL IMPORT INNER MEMBRANE TRANSLOCASE SUBUNIT TIM29"
"544","PTHR16477","COILED-COIL DOMAIN-CONTAINING PROTEIN 106"
"545","PTHR11530","D-ASPARTATE OXIDASE 2"
"546","PTHR43757","AMINOMETHYLTRANSFERASE, MITOCHONDRIAL"
"547","PTHR27003","SERINE-THREONINE_TYROSINE-PROTEIN KINASE CATALYTIC DOMAIN-CONTAINING PROTEIN"
"548","PTHR33388","OS01G0212500 PROTEIN"
"549","PTHR46718","ASPARTATE-SEMIALDEHYDE DEHYDROGENASE"
"550","PTHR31662","DNA-BINDING STOREKEEPER PROTEIN TRANSCRIPTIONAL REGULATOR-LIKE PROTEIN"
"551","PTHR46206","P450, PUTATIVE (EUROFUNG)-RELATED"
"552","PTHR43096","PROTEIN DNAJ, PUTATIVE-RELATED"
"553","PTHR11003","POTASSIUM CHANNEL DOMAIN-CONTAINING PROTEIN"
"554","PTHR31907","BET V I_MAJOR LATEX PROTEIN DOMAIN-CONTAINING PROTEIN"
"555","PTHR31790","F-BOX DOMAIN-CONTAINING PROTEIN"
"556","PTHR11783","SULFOTRANSFERASE"
"557","PTHR43535","PHOSPHATIDATE CYTIDYLYLTRANSFERASE"
"558","PTHR11863","C-5 STEROL DESATURASE-LIKE PROTEIN-RELATED"
"559","PTHR14155","OS06G0534500 PROTEIN"
"560","PTHR42799","PEPTIDE METHIONINE SULFOXIDE REDUCTASE A2-2"
"561","PTHR15710","RING-TYPE E3 UBIQUITIN TRANSFERASE"
"562","PTHR43094","AMINOTRANSFERASE, CLASS III (AFU_ORTHOLOGUE AFUA_1G16810)"
"563","PTHR39867","HELICASE ATP-BINDING DOMAIN-CONTAINING PROTEIN"
"564","PTHR11210","RING-BOX 1, E3 UBIQUITIN PROTEIN LIGASE"
"565","PTHR33645","OS01G0929000 PROTEIN"
"566","PTHR39456","METAL-DEPENDENT HYDROLASE"
"567","PTHR34459","TRANSMEMBRANE PROTEIN"
"568","PTHR30204","HTH-TYPE TRANSCRIPTIONAL REGULATOR YFMP"
"569","PTHR15321","TUMOR SUPPRESSOR P53-BINDING PROTEIN 1"
"570","PTHR23068","DNA (CYTOSINE-5)-METHYLTRANSFERASE DRM2-LIKE"
"571","PTHR31712","DIETARY RESTRICTION OVER EXPRESSED-RELATED"
"572","PTHR22792","LA-RELATED PROTEIN 1C-LIKE"
"573","PTHR43574","GDP-D-MANNOSE-3,5-EPIMERASE"
"574","PTHR43461","TRANSMEMBRANE PROTEIN 256"
"575","PTHR22955","SUBFAMILY NOT NAMED"
"576","PTHR31631","KINASE-INTERACTING PROTEIN 1-LIKE ISOFORM X1"
"577","PTHR11079","OS07G0245100 PROTEIN"
"578","PTHR11040","FE(2+) TRANSPORT PROTEIN 2"
"579","PTHR19143","ANGIOPOIETIN-RELATED PROTEIN 3-LIKE"
"580","PTHR34567","HAT C-TERMINAL DIMERISATION DOMAIN-CONTAINING PROTEIN"
"581","PTHR31403","PHOSPHOLIPASE A(1) DAD1, CHLOROPLASTIC"
"582","PTHR48446","DNA-DIRECTED RNA POLYMERASE SUBUNIT BETA' N-TERMINAL SECTION"
"583","PTHR13169","MEMBRANE-ANCHORED UBIQUITIN-FOLD PROTEIN"
"584","PTHR31325","DUF4220 DOMAIN-CONTAINING PROTEIN"
"585","PTHR46457","DNA REPAIR PROTEIN RAD51 HOMOLOG 4"
"586","PTHR35767","HAPLESS 8"
"587","PTHR48187","LD21810P"
"588","PTHR43071","2-AMINO-4-HYDROXY-6-HYDROXYMETHYLDIHYDROPTERIDINE PYROPHOSPHOKINASE"
"589","PTHR24384","ZINC FINGER PROTEIN 628"
"590","PTHR23152","OXOGLUTARATE DEHYDROGENASE (SUCCINYL-TRANSFERRING)"
"591","PTHR10953","NEDD8-ACTIVATING ENZYME E1 REGULATORY SUBUNIT"
"592","PTHR35978","IQ DOMAIN-CONTAINING PROTEIN M"
"593","PTHR31480","PHYTOENE SYNTHASE 2, CHLOROPLASTIC-LIKE ISOFORM X1"
"594","PTHR23079","RNA-DIRECTED RNA POLYMERASE"
"595","PTHR43710","INDOLEPYRUVATE FERREDOXIN OXIDOREDUCTASE ALPHA SUBUNIT"
"596","PTHR47163","SI:DKEY-17M8.2"
"597","PTHR24056","OS06G0693900 PROTEIN"
"598","PTHR14189","PROTEIN PHOSPHATASE METHYLESTERASE 1"
"599","PTHR11528","HEAT SHOCK PROTEIN 83"
"600","PTHR43650","PYROPHOSPHATE--FRUCTOSE 6-PHOSPHATE 1-PHOSPHOTRANSFERASE SUBUNIT ALPHA 2"
"601","PTHR24281","CYTOCHROME P450"
"602","PTHR32094","FANCONI ANEMIA GROUP E PROTEIN"
"603","PTHR13052","NFACT RNA-BINDING DOMAIN-CONTAINING PROTEIN"
"604","PTHR11931","PHOSPHOGLYCERATE MUTASE (2,3-DIPHOSPHOGLYCERATE-DEPENDENT)"
"605","PTHR39226","RIKEN CDNA 1700013G24 GENE"
"606","PTHR33736","F-BOX-LIKE DOMAIN SUPERFAMILY PROTEIN"
"607","PTHR31307","MYB_SANT-LIKE DNA-BINDING DOMAIN-CONTAINING PROTEIN"
"608","PTHR13312","HIV-INDUCED PROTEIN-7-LIKE PROTEASE"
"609","PTHR31284","ACID PHOSPHATASE"
"610","PTHR31639","LEUCINE-RICH REPEAT DOMAIN, L DOMAIN-CONTAINING PROTEIN"
"611","PTHR23147","SERINE AND ARGININE RICH SPLICING FACTOR 3"
"612","PTHR12306","CELL DEATH ACTIVATOR CIDE"
"613","PTHR11334","G-PROTEIN COUPLED RECEPTORS FAMILY 1 PROFILE DOMAIN-CONTAINING PROTEIN"
"614","PTHR24177","PGG DOMAIN-CONTAINING PROTEIN"
"615","PTHR43331","HOMOSERINE DEHYDROGENASE"
"616","PTHR47988","LRR RECEPTOR-LIKE KINASE"
"617","PTHR10783","EXS-RELATED"
"618","PTHR32401","CONCANAVALIN A-LIKE LECTIN FAMILY PROTEIN"
"619","PTHR14885","CILIA- AND FLAGELLA-ASSOCIATED PROTEIN 43-RELATED"
"620","PTHR13808","HISTONE ACETYLTRANSFERASE"
"621","PTHR15574","DDB1- AND CUL4-ASSOCIATED FACTOR 8-LIKE PROTEIN 2"
"622","PTHR47442","MYND-TYPE ZINC FINGER PROTEIN MUB1"
"623","PTHR46166","HOMEOBOX PROTEIN HOX-B7-B"
"624","PTHR13627","LICD FAMILY PROTEIN"
"625","PTHR43351","L(+)-TARTRATE DEHYDRATASE SUBUNIT BETA-RELATED"
"626","PTHR34378","GLUTAMATE--CYSTEINE LIGASE"
"627","PTHR19430","BRAIN EXPRESSED X-LINKED 1"
"628","PTHR10744","SMALL RIBOSOMAL SUBUNIT PROTEIN US17"
"629","PTHR46115","THIOREDOXIN-LIKE PROTEIN 1"
"630","PTHR16212","FOCADHESIN FAMILY MEMBER"
"631","PTHR11760","RIBOSOMAL PROTEIN S3, PUTATIVE, EXPRESSED-RELATED"
"632","PTHR11461","NK13-RELATED"
"633","PTHR10627","(RAPE) HYPOTHETICAL PROTEIN"
"634","PTHR47998","TRANSCRIPTION FACTOR MYB23"
"635","PTHR14379","NYN DOMAIN-CONTAINING PROTEIN"
"636","PTHR14095","EF-HAND DOMAIN-CONTAINING PROTEIN"
"637","PTHR26374","OS03G0279700 PROTEIN"
"638","PTHR39336","PYRIDOXAMINE PHOSPHATE OXIDASE FAMILY PROTEIN (AFU_ORTHOLOGUE AFUA_6G11440)"
"639","PTHR23151","DIHYDROLIPOYLLYSINE-RESIDUE ACETYLTRANSFERASE COMPONENT 5 OF PYRUVATE DEHYDROGENASE COMPLEX, CHLOROPLASTIC"
"640","PTHR47220","TUMOR NECROSIS FACTOR RECEPTOR SUPERFAMILY MEMBER 25"
"641","PTHR45842","LEUCINE-RICH REPEATS AND IMMUNOGLOBULIN-LIKE DOMAINS 1"
"642","PTHR10829","ADF-H DOMAIN-CONTAINING PROTEIN"
"643","PTHR11972","FERRIC REDUCTION OXIDASE 7, CHLOROPLASTIC-LIKE"
"644","PTHR13833","OS06G0269300 PROTEIN"
"645","PTHR42985","SODIUM_IODIDE COTRANSPORTER"
"646","PTHR24412","KELCH-LIKE PROTEIN 28"
"647","PTHR45757","MAJOR FACILITATOR SUPERFAMILY (MFS) PROFILE DOMAIN-CONTAINING PROTEIN"
"648","PTHR34220","SENSOR PROTEIN KINASE HPTS"
"649","PTHR11363","LARGE RIBOSOMAL SUBUNIT PROTEIN UL3"
"650","PTHR32009","RPP1-LIKE DISEASE RESISTANCE PROTEIN-RELATED"
"651","PTHR33981","EXPRESSED PROTEIN"
"652","PTHR24349","CALCIUM-DEPENDENT PROTEIN KINASE 17-RELATED"
"653","PTHR24296","CYTOCHROME P450-RELATED"
"654","PTHR24282","CYTOCHROME P450 FAMILY MEMBER"
"655","PTHR47640","OS07G0615400 PROTEIN"
"656","PTHR48010","PROTEIN KINASE DOMAIN-CONTAINING PROTEIN"
"657","PTHR31009","JASMONATE O-METHYLTRANSFERASE"
"658","PTHR10336","PHOSPHOINOSITIDE PHOSPHOLIPASE C 5"
"659","PTHR31282","WRKY TRANSCRIPTION FACTOR 70-RELATED"
"660","PTHR35459","SUBFAMILY NOT NAMED"
"661","PTHR43091","3-OXOACYL-[ACYL-CARRIER-PROTEIN] SYNTHASE"
"662","PTHR11243","GROWTH FACTOR RECEPTOR-BOUND PROTEIN 7"
"663","PTHR36586","PROLINE-RICH EXTENSIN-LIKE"
"664","PTHR37391","E3 UBIQUITIN-PROTEIN LIGASE"
"665","PTHR11471","TUMOR NECROSIS FACTOR"
"666","PTHR33826","F20B24.21"
"667","PTHR11551","INSULIN-LIKE GROWTH FACTOR-BINDING PROTEIN 5"
"668","PTHR10157","MOXD1 HOMOLOG 1"
"669","PTHR13462","CALCIUM UNIPORTER PROTEIN"
"670","PTHR35010","BLL4873 PROTEIN"
"671","PTHR15286","RAS ASSOCIATION DOMAIN FAMILY MEMBER 8A"
"672","PTHR32309","CAPSULAR EXOPOLYSACCHARIDE FAMILY"
"673","PTHR24300","CYTOCHROME P450 2F2-RELATED"
"674","PTHR33122","BIFUNCTIONAL INHIBITOR_PLANT LIPID TRANSFER PROTEIN_SEED STORAGE HELICAL DOMAIN-CONTAINING PROTEIN"
"675","PTHR24055","MITOGEN-ACTIVATED PROTEIN KINASE CMGC-MAPK FAMILY"
"676","PTHR21141","LARGE RIBOSOMAL SUBUNIT PROTEIN P2A"
"677","PTHR31260","(RAPE) HYPOTHETICAL PROTEIN"
"678","PTHR31776","NON-REDUCING END ALPHA-L-ARABINOFURANOSIDASE"
"679","PTHR47588","CHALCONE--FLAVANONE ISOMERASE 3-RELATED"
"680","PTHR31425","MULTIPLE C2 DOMAIN AND TRANSMEMBRANE REGION PROTEIN 9"
"681","PTHR23318","ARMADILLO-LIKE HELICAL, PH-LIKE DOMAIN SUPERFAMILY PROTEIN"
"682","PTHR10173","METHIONINE-R-SULFOXIDE REDUCTASE B1"
"683","PTHR31495","INACTIVE PEROXYGENASE-LIKE PROTEIN-RELATED"
"684","PTHR46326","C2H2-LIKE ZINC FINGER PROTEIN"
"685","PTHR11588","TUBULIN_FTSZ GTPASE DOMAIN-CONTAINING PROTEIN"
"686","PTHR33895","HUMANIN-LIKE 5"
"687","PTHR22809","TRNA N(3)-METHYLCYTIDINE METHYLTRANSFERASE"
"688","PTHR36206","ASPERCRYPTIN BIOSYNTHESIS CLUSTER-SPECIFIC TRANSCRIPTION REGULATOR ATNN-RELATED"
"689","PTHR35997","DUF4408 DOMAIN-CONTAINING PROTEIN"
"690","PTHR43670","17.8 KDA CLASS I HEAT SHOCK PROTEIN-LIKE"
"691","PTHR42852","THIOL-DISULFIDE OXIDOREDUCTASE YKUV"
"692","PTHR11532","CARBOXYPEPTIDASE D, B"
"693","PTHR23273","REPLICATION PROTEIN A OB DOMAIN-CONTAINING PROTEIN"
"694","PTHR33930","4-CARBOXYMUCONOLACTONE DECARBOXYLASE"
"695","PTHR42732","BETA-MANNOSIDASE"
"696","PTHR45932","CRAL-TRIO DOMAIN-CONTAINING PROTEIN"
"697","PTHR31321","PECTINESTERASE 68-RELATED"
"698","PTHR24124","NF-KAPPA-B INHIBITOR ZETA"
"699","PTHR47984","PROTEIN KINASE DOMAIN-CONTAINING PROTEIN"
"700","PTHR45786","HELITRON HELICASE-LIKE DOMAIN-CONTAINING PROTEIN"
"701","PTHR23226","ZINC FINGER PROTEIN 430"
"702","PTHR31065","TRANSCRIPTION REPRESSOR PLATZ FAMILY"
"703","PTHR11351","ACYL-COA DESATURASE 2-LIKE PROTEIN"
"704","PTHR16216","DYNEIN AXONEMAL ASSEMBLY FACTOR 5"
"705","PTHR19970","60S RIBOSOMAL PROTEIN L39"
"706","PTHR10426","STRICTOSIDINE SYNTHASE CONSERVED REGION DOMAIN-CONTAINING PROTEIN"
"707","PTHR11216","EH DOMAIN-CONTAINING PROTEIN 1-LIKE"
"708","PTHR33115","OS07G0653900 PROTEIN"
"709","PTHR37312","MEMBRANE-BOUND ACYLTRANSFERASE YKRP-RELATED"
"710","PTHR34456","AMINOTRANSFERASE-LIKE PLANT MOBILE DOMAIN-CONTAINING PROTEIN"
"711","PTHR34782","PHOSPHORIBOSYLFORMYLGLYCINAMIDINE SYNTHASE"
"712","PTHR16201","VACUOLAR AMINO ACID TRANSPORTER YPQ1-RELATED"
"713","PTHR13382","MIP30824P1"
"714","PTHR13194","COMPLEX I INTERMEDIATE-ASSOCIATED PROTEIN 30, MITOCHONDRIAL"
"715","PTHR23301","GASP, ISOFORM A"
"716","PTHR46945","CYSTATIN-9-LIKE"
"717","PTHR24326","HOMEOBOX-LEUCINE ZIPPER PROTEIN"
"718","PTHR43689","LYSOPHOSPHOLIPASE BODYGUARD 5-RELATED"
"719","PTHR32444","NON-SPECIFIC SERINE_THREONINE PROTEIN KINASE"
"720","PTHR23257","PROTEIN KINASE SUPERFAMILY PROTEIN"
"721","PTHR20766","LARGE NEUTRAL AMINO ACIDS TRANSPORTER SMALL SUBUNIT 4-LIKE ISOFORM X1"
"722","PTHR11081","FLAP ENDONUCLEASE 1"
"723","PTHR31549","SUBFAMILY NOT NAMED"
"724","PTHR47944","FLAVONOID 3-MONOOXYGENASE"
"725","PTHR24070","SMALL MONOMERIC GTPASE"
"726","PTHR48012","NON-SPECIFIC SERINE_THREONINE PROTEIN KINASE"
"727","PTHR11908","ALDEHYDE OXIDASE"
"728","PTHR43784","GDSL-LIKE LIPASE_ACYLHYDROLASE, PUTATIVE (AFU_ORTHOLOGUE AFUA_2G00820)-RELATED"
"729","PTHR33165","DUF295 DOMAIN-CONTAINING PROTEIN"
"730","PTHR14647","GALACTOSYLCERAMIDE SULFOTRANSFERASE-LIKE"
"731","PTHR34827","INSULIN GROWTH FACTOR-LIKE FAMILY MEMBER 3"
"732","PTHR47880","OS05G0353300 PROTEIN"
"733","PTHR48050","STEROL 3-BETA-GLUCOSYLTRANSFERASE UGT80A2"
"734","PTHR16915","RADIATION-INDUCIBLE IMMEDIATE-EARLY GENE IEX-1"
"735","PTHR15016","BREAST CARCINOMA-AMPLIFIED SEQUENCE 1"
"736","PTHR28668","TRANSMEMBRANE PROTEIN 234"
"737","PTHR33659","PROTEIN, PUTATIVE-RELATED"
"738","PTHR45286","CHAPERONE DNAJ-DOMAIN SUPERFAMILY PROTEIN"
"739","PTHR47980","LD44762P"
"740","PTHR43198","BIFUNCTIONAL TENA-E PROTEIN"
"741","PTHR45649","AMINO-ACID PERMEASE 2"
"742","PTHR19370","B5 REDUCTASE, PUTATIVE-RELATED"
"743","PTHR13115","ZINC FINGER CCCH DOMAIN-CONTAINING PROTEIN 44-LIKE"
"744","PTHR24184","ANKYRIN REPEAT AND PROTEIN KINASE DOMAIN-CONTAINING PROTEIN 1-LIKE"
"745","PTHR31391","B3 DOMAIN-CONTAINING PROTEIN OS01G0723500-LIKE ISOFORM X1"
"746","PTHR22883","PALMITOYLTRANSFERASE APP"
"747","PTHR37433","ACTIVIN_RECP DOMAIN-CONTAINING PROTEIN"
"748","PTHR30246","2-DEHYDRO-3-DEOXY-6-PHOSPHOGALACTONATE ALDOLASE-RELATED"
"749","PTHR10844","CAVEOLIN"
"750","PTHR46270","TIR DOMAIN-CONTAINING PROTEIN"
"751","PTHR43576","ALPHA-L-ARABINOFURANOSIDASE C-RELATED"
"752","PTHR45682","DUAL SPECIFICITY PROTEIN PHOSPHATASE 26"
"753","PTHR14339","VASCULIN"
"754","PTHR24067","UBIQUITIN-CONJUGATING ENZYME"
