"","UniqueSequenceName","Diamond_Hit","Diamond_Percentage_Identity","Diamond_length","Diamond_E_value","Diamond_BitScore","Diamond_qframe"
"240","EB3_PN_TRINITY_DN53304_c2_g1_i7.p1","CAE1306055.1",81.4,354,2.5e-214,610,0
"241","EB4_PN_TRINITY_DN361_c0_g1_i3.p1","CAE1313910.1",62,121,6.7e-33,131,0
"242","EB1_MH_TRINITY_DN53966_c10_g1_i1.p1","CAI9734207.1",63.8,804,0,1105,0
"243","EB5_PN_TRINITY_DN2659_c0_g2_i2.p1","XP_036359769.1",65.6,1839,0,2461,0
"244","EB4_PN_TRINITY_DN2921_c0_g1_i11.p1","XP_047128271.1",53.3,150,7.62e-44,165,0
"245","EB4_PN_TRINITY_DN2921_c0_g1_i1.p1","CAE1252570.1",50.3,149,8.84e-40,156,0
"246","EB10_PN_TRINITY_DN46887_c0_g2_i4.p1","CAE1313910.1",78.8,349,2.38e-204,577,0
"247","EB7_PN_TRINITY_DN534_c6_g1_i1.p1","CAE1296430.1",78.3,263,2.6e-141,410,0
"248","EB5_PN_TRINITY_DN1586_c1_g1_i2.p1","CAI9724012.1",43.1,550,3.95e-110,350,0
"249","EB3_PN_TRINITY_DN282736_c0_g1_i1.p1","CAE1258782.1",53.7,82,3.92e-17,89.7,0
"250","EB5_PN_TRINITY_DN6905_c0_g2_i1.p1","CAI9733149.1",77.4,1476,0,1419,0
"251","EB5_PN_TRINITY_DN6754_c0_g1_i1.p1","XP_014773761.2",79.8,223,2.44e-120,403,0
"252","EB1_MH_TRINITY_DN52448_c5_g3_i1.p1","WOE89241.1",41.4,157,9.25e-35,129,0
"253","EB3_PN_TRINITY_DN10707_c0_g1_i5.p2","CAE1260478.1",26.6,289,3.56e-31,130,0
"254","EB3_PN_TRINITY_DN508383_c0_g1_i1.p1","WOE89241.1",41.3,150,1.49e-32,124,0
"255","EB5_PN_TRINITY_DN232_c0_g1_i1.p1","CAE1304236.1",71.6,275,2.74e-77,253,0
"256","EB5_PN_TRINITY_DN6608_c0_g1_i2.p1","XP_029658164.1",49.7,199,9.8e-71,236,0
"257","EB10_PN_TRINITY_DN521_c0_g1_i1.p1","WOE89250.1",42,138,1.69e-25,105,0
"258","EB7_PN_TRINITY_DN45859_c0_g1_i1.p1","CAE1255008.1",77.2,838,0,1372,0
"259","EB7_PN_TRINITY_DN19196_c0_g1_i2.p1","CAE1324296.1",76.9,329,2.05e-184,526,0
"260","EB7_PN_TRINITY_DN2767_c0_g1_i6.p1","XP_046557886.1",34.8,529,2.75e-95,315,0
"261","EB1_MH_TRINITY_DN49640_c4_g1_i4.p1","XP_029633790.1",69.5,151,1.57e-66,212,0
"262","EB5_PN_TRINITY_DN28809_c0_g1_i1.p1","CAE1309075.1",74.7,249,4.06e-131,386,0
"263","EB3_PN_TRINITY_DN358443_c5_g1_i1.p1","CAE1155236.1",82.4,119,1.06e-61,216,0
"264","EB1_MH_TRINITY_DN45920_c0_g1_i2.p1","XP_045165397.2",36,308,7.11e-51,181,0
"265","EB4_PN_TRINITY_DN164917_c0_g1_i1.p1","CAI9744251.1",59.1,198,3.76e-33,129,0
"266","EB10_PN_TRINITY_DN10965_c0_g1_i1.p1","CAI9724012.1",44.7,438,7.14e-98,314,0
"267","EB3_PN_TRINITY_DN45327_c0_g1_i4.p1","CAI9739653.1",71.8,163,1.54e-76,241,0
"268","EB4_PN_TRINITY_DN38128_c0_g1_i3.p1","XP_052827003.1",59.7,283,9.22e-126,377,0
"269","EB3_PN_TRINITY_DN45327_c0_g1_i3.p1","CAI9739653.1",79.2,149,6.3e-82,254,0
"270","EB7_PN_TRINITY_DN52173_c1_g1_i4.p1","CAE1306498.1",65.1,473,1.08e-198,570,0
"271","EB10_PN_TRINITY_DN3068_c0_g3_i1.p1","CAE1230767.1",60.9,391,2.08e-169,494,0
"272","EB10_PN_TRINITY_DN3675_c0_g1_i2.p1","XP_029641000.1",62.2,616,2.35e-291,818,0
"273","EB3_PN_TRINITY_DN314273_c0_g1_i1.p1","XP_029636637.1",55.7,115,4.59e-33,134,0
"274","EB10_PN_TRINITY_DN762_c0_g1_i8.p1","CAE1304236.1",61.4,303,5.41e-75,247,0
"275","EB1_MH_TRINITY_DN53946_c7_g7_i1.p1","CAE1231119.1",76,275,3.84e-141,412,0
"276","EB10_PN_TRINITY_DN8581_c0_g1_i3.p1","CAE1173162.1",80.3,816,0,945,0
"277","EB1_MH_TRINITY_DN53893_c4_g2_i1.p1","CAE1248444.1",90.9,2757,0,2692,0
"278","EB1_MH_TRINITY_DN50574_c1_g1_i1.p1","CAE1255074.1",73.7,384,1.27e-199,589,0
"279","EB3_PN_TRINITY_DN299221_c1_g1_i3.p1","CAE1322767.1",60.2,108,6.74e-36,145,0
"280","EB5_PN_TRINITY_DN4574_c0_g1_i2.p1","XP_052830250.1",45.5,396,2.95e-112,345,0
"281","EB3_PN_TRINITY_DN15124_c0_g1_i6.p1","CAI9732236.1",58.6,116,3.51e-40,150,0
"282","EB3_PN_TRINITY_DN336697_c0_g1_i5.p1","XP_014788131.1",78.8,104,4.22e-50,174,0
"283","EB3_PN_TRINITY_DN16337_c2_g1_i2.p1","CAE1272751.1",46.7,105,4.45e-23,105,0
"284","EB3_PN_TRINITY_DN434556_c2_g1_i1.p1","CAE1147228.1",85.8,120,2.25e-61,210,0
"285","EB3_PN_TRINITY_DN378019_c1_g2_i1.p1","CAE1310775.1",90.8,196,2.58e-110,331,0
"286","EB5_PN_TRINITY_DN5365_c0_g1_i3.p1","CAE1288317.1",69.4,385,5.85e-203,586,0
"287","EB8_PN_TRINITY_DN12818_c0_g6_i1.p1","CAE1244888.1",67.1,386,3.73e-190,550,0
"288","EB1_MH_TRINITY_DN51329_c1_g2_i1.p1","CAE1323243.1",80.2,470,4.81e-291,809,0
"289","EB3_PN_TRINITY_DN31235_c1_g2_i1.p1","CAE1149387.1",69.2,91,1.02e-32,130,0
"290","EB10_PN_TRINITY_DN6151_c0_g1_i1.p1","XP_029640805.1",74.9,630,0,956,0
"291","EB4_PN_TRINITY_DN30796_c0_g1_i10.p1","XP_052832783.1",75,72,1.64e-25,110,0
"292","EB7_PN_TRINITY_DN556_c0_g1_i1.p1","CAE1304236.1",67.4,276,1.86e-79,258,0
"293","EB10_PN_TRINITY_DN74897_c0_g1_i5.p1","CAE1176309.1",51.8,334,5.68e-111,339,0
"294","EB3_PN_TRINITY_DN84885_c0_g1_i1.p1","2IAP_A",88.4,95,9.56e-60,196,0
"295","EB4_PN_TRINITY_DN30796_c0_g1_i2.p1","CAI9740977.1",80.2,106,1.54e-49,172,0
"296","EB7_PN_TRINITY_DN27166_c1_g1_i2.p1","CAE1301431.1",66.5,200,1.59e-82,261,0
"297","EB5_PN_TRINITY_DN1820_c0_g1_i7.p1","CAI9739057.1",74.1,440,5.5e-267,743,0
"298","EB9_PN_TRINITY_DN1273_c1_g1_i2.p1","CAE1291509.1",84.9,643,0,1118,0
"299","EB1_MH_TRINITY_DN41479_c0_g1_i1.p1","CAE1283141.1",44,166,8.09e-36,146,0
"300","EB3_PN_TRINITY_DN893680_c1_g1_i1.p1","GFQ71636.1",60.5,114,3.57e-48,160,0
"301","EB1_MH_TRINITY_DN47827_c3_g11_i2.p1","XP_052822230.1",47.7,195,8.94e-58,204,0
"302","EB3_PN_TRINITY_DN181327_c0_g1_i11.p1","CAE1229875.1",60.3,194,5.1e-69,242,0
"303","EB3_PN_TRINITY_DN299221_c1_g1_i1.p1","CAE1322767.1",59.3,91,5.35e-31,127,0
"304","EB7_PN_TRINITY_DN2815_c0_g3_i6.p1","CAE1175485.1",66.7,369,7.38e-201,572,0
"305","EB4_PN_TRINITY_DN26258_c1_g1_i1.p1","XP_036359689.1",81.5,81,7.24e-44,153,0
"306","EB3_PN_TRINITY_DN15124_c0_g1_i3.p1","CAI9732236.1",60.1,253,1.92e-111,341,0
"307","EB10_PN_TRINITY_DN32893_c0_g1_i2.p1","XP_041350337.1",62.2,249,2.5e-100,303,0
"308","EB7_PN_TRINITY_DN7504_c0_g1_i7.p1","CAE1266291.1",57.9,216,7.96e-70,234,0
"309","EB7_PN_TRINITY_DN35381_c0_g1_i2.p2","XP_036357774.1",65.5,1497,0,2130,0
"310","EB5_PN_TRINITY_DN1123_c1_g1_i2.p1","CAE1252332.1",69.1,1771,0,2432,0
"311","EB8_PN_TRINITY_DN27012_c0_g1_i4.p1","XP_014785209.1",37.2,551,1.46e-90,305,0
"312","EB3_PN_TRINITY_DN170024_c0_g2_i1.p1","CAE1246888.1",59.8,102,9.82e-29,120,0
"313","EB3_PN_TRINITY_DN16337_c2_g1_i8.p1","CAE1272751.1",52.5,141,5.02e-42,160,0
"314","EB10_PN_TRINITY_DN31632_c0_g1_i2.p1","CAE1266297.1",57.9,178,4.71e-67,226,0
"315","EB5_PN_TRINITY_DN75750_c0_g1_i1.p1","CAE1266297.1",50,178,4.48e-55,195,0
"316","EB7_PN_TRINITY_DN3565_c0_g1_i4.p1","XP_014772058.1",63.1,236,3.6e-114,346,0
"317","EB10_PN_TRINITY_DN609_c0_g1_i1.p1","CAE1304336.1",93.7,317,2.87e-133,469,0
"318","EB7_PN_TRINITY_DN17918_c0_g1_i6.p1","XP_036359892.1",34.8,181,1.95e-26,114,0
"319","EB3_PN_TRINITY_DN326_c0_g1_i28.p1","CAE1329136.1",95.2,460,0,896,0
"320","EB10_PN_TRINITY_DN4785_c2_g1_i1.p1","TSK31462.1",51.8,56,1.91e-10,66.6,0
"321","EB1_MH_TRINITY_DN52490_c6_g3_i1.p1","CAE1137474.1",83.2,470,3.8e-292,809,0
"322","EB10_PN_TRINITY_DN3696_c0_g1_i8.p1","CAE1278628.1",41.1,744,1.1e-172,533,0
"323","EB3_PN_TRINITY_DN213160_c2_g1_i1.p1","CAE1298906.1",87.3,71,6.31e-36,135,0
"324","EB8_PN_TRINITY_DN92976_c0_g1_i1.p1","XP_051872416.1",39.6,187,6.74e-35,135,0
"325","EB7_PN_TRINITY_DN4342_c0_g1_i28.p1","CAE1282272.1",84.3,89,4.78e-39,142,0
"326","EB3_PN_TRINITY_DN54570_c1_g1_i12.p1","XP_014767918.2",66.2,536,8.87e-213,619,0
"327","EB7_PN_TRINITY_DN2019_c0_g1_i6.p1","CAI9730866.1",79.8,109,1.74e-52,182,0
"328","EB10_PN_TRINITY_DN17468_c4_g1_i1.p1","CAE1328965.1",59.6,223,2.34e-83,263,0
"329","EB3_PN_TRINITY_DN5560_c0_g1_i1.p1","CAE1246881.1",68.4,247,1.1e-123,364,0
"330","EB10_PN_TRINITY_DN744_c0_g1_i2.p1","XP_014777908.1",80.9,278,4.15e-171,486,0
"331","EB1_MH_TRINITY_DN47970_c7_g7_i1.p1","XP_036359540.1",51.4,142,3.33e-45,156,0
"332","EB7_PN_TRINITY_DN13047_c0_g1_i1.p1","CAE1147229.1",66.2,417,7.11e-174,512,0
"333","EB10_PN_TRINITY_DN2166_c0_g1_i2.p1","CAE1169015.1",47.8,226,6.96e-64,212,0
"334","EB3_PN_TRINITY_DN49343_c0_g1_i7.p1","XP_014770611.2",36.6,213,6.46e-34,142,0
"335","EB7_PN_TRINITY_DN5901_c0_g1_i14.p1","CAE1229875.1",62.1,478,2.44e-194,598,0
"336","EB4_PN_TRINITY_DN17348_c0_g1_i1.p1","XP_020615985.1",43.9,164,1.83e-48,167,0
"337","EB1_MH_TRINITY_DN28193_c0_g1_i1.p1","CAE1258858.1",80.4,382,1.52e-237,662,0
"338","EB5_PN_TRINITY_DN15276_c0_g1_i2.p1","CAE1157554.1",79.3,392,5.98e-197,586,0
"339","EB1_MH_TRINITY_DN47158_c0_g1_i3.p1","XP_014772058.1",63.7,284,3.95e-140,414,0
"340","EB3_PN_TRINITY_DN226286_c0_g1_i1.p1","XP_052823505.1",49.8,317,2.62e-88,301,0
"341","EB10_PN_TRINITY_DN5594_c0_g1_i1.p1","CAE1245480.1",69,300,1.98e-140,412,0
"342","EB5_PN_TRINITY_DN8145_c0_g1_i1.p1","XP_036363918.1",79.7,222,1.6e-121,358,0
"343","EB3_PN_TRINITY_DN43917_c5_g1_i2.p1","CAE1288320.1",69.8,86,3.08e-34,132,0
"344","EB10_PN_TRINITY_DN31132_c0_g1_i1.p1","XP_014775642.1",74.9,235,9.45e-141,404,0
"345","EB10_PN_TRINITY_DN33033_c0_g1_i1.p1","XP_029649757.1",48.8,480,3.59e-162,481,0
"346","EB10_PN_TRINITY_DN7211_c0_g1_i1.p1","XP_029635580.1",75.7,395,9.42e-210,592,0
"347","EB7_PN_TRINITY_DN1754_c2_g1_i7.p1","CAI9720776.1",60.9,422,9.39e-165,480,0
"348","EB10_PN_TRINITY_DN81466_c0_g1_i1.p1","CAE1288317.1",70.4,537,1.74e-293,822,0
"349","EB7_PN_TRINITY_DN2794_c2_g3_i1.p1","CAI9734764.1",82.9,673,0,1159,0
"350","EB3_PN_TRINITY_DN34579_c0_g1_i16.p1","CAI9733590.1",58.8,119,1.79e-46,164,0
"351","EB10_PN_TRINITY_DN33033_c0_g1_i2.p1","XP_029649757.1",46.9,480,3.32e-151,453,0
"352","EB3_PN_TRINITY_DN51765_c0_g1_i7.p1","XP_052824233.1",63.6,165,3.58e-72,232,0
"353","EB3_PN_TRINITY_DN308968_c1_g1_i2.p1","CAI9720776.1",77.3,383,3.56e-217,613,0
"354","EB10_PN_TRINITY_DN6315_c0_g1_i1.p1","CAE1266505.1",51.3,670,1.88e-186,551,0
"355","EB10_PN_TRINITY_DN1188_c1_g1_i3.p1","CAE1252332.1",63.2,1056,0,1313,0
"356","EB1_MH_TRINITY_DN48930_c3_g1_i3.p1","CAE1316897.1",53.8,266,2.22e-92,297,0
"357","EB1_MH_TRINITY_DN47357_c0_g1_i2.p1","CAE1178314.1",82.6,396,5.5e-260,721,0
"358","EB10_PN_TRINITY_DN56726_c0_g1_i1.p1","CAE1246868.1",66.2,373,3.22e-145,433,0
"359","EB10_PN_TRINITY_DN3400_c0_g1_i3.p1","CAI9733590.1",59,117,4.84e-46,162,0
"360","EB10_PN_TRINITY_DN80745_c0_g1_i1.p1","CAE1280714.1",52.4,292,9.36e-101,309,0
"361","EB7_PN_TRINITY_DN3807_c1_g1_i1.p1","XP_029644049.1",50.6,549,1.35e-185,566,0
"362","EB1_MH_TRINITY_DN19313_c0_g1_i1.p1","XP_014775644.1",44.4,142,4.91e-38,137,0
"363","EB10_PN_TRINITY_DN18332_c0_g1_i1.p1","QHI00148.1",82.6,161,1.08e-92,276,0
"364","EB8_PN_TRINITY_DN88544_c0_g1_i1.p1","XP_014783861.1",65.2,132,4.13e-56,183,0
"365","EB3_PN_TRINITY_DN106888_c1_g1_i5.p1","QVQ68757.1",52.7,207,3.5e-66,233,0
"366","EB4_PN_TRINITY_DN9421_c0_g1_i3.p1","CAE1286244.1",57.6,262,3.33e-100,307,0
"367","EB10_PN_TRINITY_DN8722_c0_g1_i1.p1","CAE1249094.1",88.5,1041,0,1386,0
"368","EB5_PN_TRINITY_DN1133_c0_g2_i2.p1","XP_014778328.1",40.9,399,3.17e-101,320,0
"369","EB3_PN_TRINITY_DN312469_c0_g1_i2.p1","CAE1305777.1",69.4,160,4.82e-71,234,0
"370","EB10_PN_TRINITY_DN69205_c0_g1_i2.p1","CAE1268834.1",80.6,351,2.82e-207,582,0
"371","EB5_PN_TRINITY_DN5433_c0_g1_i1.p1","XP_029654851.1",74.1,486,1.24e-275,767,0
"372","EB3_PN_TRINITY_DN21124_c1_g1_i7.p1","CAE1323305.1",95.5,449,0,879,0
"373","EB10_PN_TRINITY_DN1424_c0_g1_i3.p1","CAE1178314.1",81.1,206,1.12e-116,350,0
"374","EB9_PN_TRINITY_DN5488_c2_g2_i1.p1","CAE1310648.1",78.2,344,6.56e-190,538,0
"375","EB5_PN_TRINITY_DN55164_c0_g1_i2.p1","CAI9729634.1",51,486,3.55e-174,509,0
"376","EB10_PN_TRINITY_DN13805_c0_g4_i1.p1","CAE1292234.1",84.5,522,0,881,0
"377","EB9_PN_TRINITY_DN77866_c0_g1_i3.p1","XP_014774895.1",65,360,1.51e-169,493,0
"378","EB10_PN_TRINITY_DN58405_c0_g1_i1.p1","AKI30064.1",83.5,224,1.57e-151,431,0
"379","EB10_PN_TRINITY_DN1558_c12_g1_i4.p1","CAE1295985.1",84.1,132,1.22e-73,233,0
"380","EB10_PN_TRINITY_DN18047_c0_g1_i1.p1","AHM92582.1",97.6,552,0,1160,0
"381","EB8_PN_TRINITY_DN841_c0_g4_i2.p1","CAE1159052.1",83.2,749,0,1277,0
"382","EB5_PN_TRINITY_DN5551_c0_g1_i12.p1","BAV31378.1",46.2,463,3.54e-147,439,0
"383","EB5_PN_TRINITY_DN6187_c1_g1_i2.p1","CAE1266505.1",44.8,429,1.33e-98,318,0
"384","EB10_PN_TRINITY_DN2343_c0_g2_i4.p1","CAE1282272.1",84.3,89,3.07e-39,142,0
"385","EB10_PN_TRINITY_DN16915_c0_g7_i1.p1","CAE1316953.1",83.8,334,7.83e-197,586,0
"386","EB5_PN_TRINITY_DN7370_c0_g1_i2.p1","AIZ97492.1",96.6,406,6.49e-305,833,0
"387","EB8_PN_TRINITY_DN30873_c0_g1_i2.p1","CAE1173856.1",76.6,192,1.05e-99,298,0
"388","EB5_PN_TRINITY_DN41690_c0_g1_i1.p1","XP_014788797.1",41.4,674,8.4e-170,514,0
"389","EB1_MH_TRINITY_DN52137_c11_g3_i1.p1","BAS05959.1",70.2,463,1.49e-239,673,0
"390","EB5_PN_TRINITY_DN89489_c0_g1_i1.p1","XP_014783233.1",49.3,458,2e-153,457,0
"391","EB5_PN_TRINITY_DN5221_c0_g2_i2.p1","CAE1173160.1",80.8,816,0,945,0
"392","EB5_PN_TRINITY_DN546_c0_g1_i6.p2","XP_025081745.1",60.7,183,4.86e-78,245,0
"393","EB10_PN_TRINITY_DN6289_c0_g1_i1.p1","CAE1246888.1",41.4,707,1.53e-157,474,0
"394","EB10_PN_TRINITY_DN5916_c0_g2_i2.p1","CAE1160864.1",64.9,1215,0,1531,0
"395","EB10_PN_TRINITY_DN2365_c0_g1_i2.p1","XP_052829738.1",56,1262,0,951,0
"396","EB1_MH_TRINITY_DN45920_c0_g1_i1.p1","KAH3819919.1",38.6,171,5.27e-27,114,0
"397","EB8_PN_TRINITY_DN4119_c0_g1_i2.p1","CAE1246888.1",40.2,676,2.17e-151,457,0
"398","EB7_PN_TRINITY_DN2578_c1_g1_i1.p1","XP_029644661.1",61.4,456,3.06e-206,589,0
"399","EB7_PN_TRINITY_DN35702_c3_g1_i1.p1","XP_029658254.1",58.4,461,3.62e-193,556,0
"400","EB10_PN_TRINITY_DN154_c4_g1_i3.p1","CAE1248541.1",38.3,553,1.45e-84,285,0
"401","EB7_PN_TRINITY_DN4788_c0_g1_i3.p1","CAE1177642.1",65.9,689,0,951,0
"402","EB10_PN_TRINITY_DN709_c0_g1_i3.p1","CAI9714745.1",39.9,776,9.77e-201,601,0
"403","EB7_PN_TRINITY_DN8678_c0_g1_i7.p1","XP_013415572.1",40.5,321,2.17e-80,263,0
"404","EB1_MH_TRINITY_DN47643_c0_g1_i1.p1","CAE1248541.1",39.4,601,5.72e-103,334,0
"405","EB3_PN_TRINITY_DN5560_c0_g1_i4.p1","CAE1246888.1",37.8,679,3.46e-139,426,0
"406","EB10_PN_TRINITY_DN8899_c0_g3_i1.p1","CAE1303696.1",72.8,470,4.13e-244,688,0
"407","EB7_PN_TRINITY_DN3805_c5_g1_i1.p1","CAE1153071.1",79.3,647,0,1098,0
"408","EB5_PN_TRINITY_DN4631_c0_g1_i5.p1","CAE1316839.1",51.7,315,3.72e-105,330,0
"409","EB10_PN_TRINITY_DN2499_c0_g1_i1.p1","CAE1299726.1",92.2,760,0,1329,0
"410","EB5_PN_TRINITY_DN81742_c0_g1_i1.p1","BAC16240.1",71.7,424,1.73e-239,670,0
"411","EB5_PN_TRINITY_DN16205_c0_g1_i1.p1","BAC16241.1",75.7,362,3.48e-206,583,0
"412","EB10_PN_TRINITY_DN11639_c5_g1_i1.p1","CAE1246872.1",61.8,435,1.32e-190,553,0
"413","EB7_PN_TRINITY_DN22844_c4_g1_i2.p1","CAE1277398.1",75.7,473,7.02e-264,755,0
"414","EB5_PN_TRINITY_DN6699_c0_g1_i2.p1","CAE1165833.1",92.5,653,0,1246,0
"415","EB10_PN_TRINITY_DN6437_c0_g1_i1.p1","CAE1165835.1",93.7,639,0,1246,0
"416","EB3_PN_TRINITY_DN10693_c1_g2_i2.p1","CAE1178261.1",88.7,97,1.42e-48,170,0
"417","EB1_MH_TRINITY_DN49580_c1_g1_i3.p1","CAE1294596.1",83.7,461,2.56e-283,786,0
"418","EB7_PN_TRINITY_DN28184_c0_g1_i4.p1","CAE1263505.1",59.8,1269,0,1481,0
"419","EB10_PN_TRINITY_DN8899_c0_g3_i3.p1","CAE1303696.1",69.6,471,2.91e-232,657,0
"420","EB5_PN_TRINITY_DN11195_c0_g1_i2.p1","CAE1263505.1",60.5,1080,0,1265,0
"421","EB5_PN_TRINITY_DN56622_c0_g1_i1.p1","CAE1323101.1",94,201,3.9e-135,387,0
"422","EB3_PN_TRINITY_DN135059_c1_g1_i5.p1","CAI9718817.1",67.9,134,1.1e-63,218,0
"423","EB10_PN_TRINITY_DN8181_c3_g1_i1.p1","XP_029652839.1",55,160,1.29e-62,201,0
"424","EB4_PN_TRINITY_DN441_c0_g1_i1.p1","PTQ34270.1",33.1,175,1.36e-21,100,0
"425","EB5_PN_TRINITY_DN5884_c1_g1_i29.p2","CAE1272698.1",78.5,186,5.07e-76,246,0
"426","EB10_PN_TRINITY_DN13003_c0_g1_i2.p1","XP_013415572.1",42.2,308,8.3e-82,267,0
"427","EB7_PN_TRINITY_DN8678_c0_g1_i5.p1","XP_013415572.1",41.1,319,2.61e-80,263,0
"428","EB5_PN_TRINITY_DN8878_c0_g2_i4.p1","CAE1157298.1",77.5,618,0,1000,0
"429","EB1_MH_TRINITY_DN52884_c0_g1_i1.p1","XP_029645037.1",49.2,181,5.93e-53,179,0
"430","EB5_PN_TRINITY_DN4926_c0_g1_i3.p1","CAE1252570.1",67.2,183,1.4e-85,272,0
"431","EB3_PN_TRINITY_DN34251_c0_g1_i8.p1","CAI9735996.1",86.7,173,4.86e-105,319,0
"432","EB10_PN_TRINITY_DN16782_c2_g2_i2.p1","CAE1290657.1",80.9,309,1.32e-196,553,0
"433","EB8_PN_TRINITY_DN27012_c0_g1_i5.p1","XP_014785210.1",45.5,224,3.19e-55,197,0
"434","EB4_PN_TRINITY_DN204127_c0_g1_i1.p1","XP_029636609.1",62,142,4.24e-57,185,0
"435","EB1_MH_TRINITY_DN49156_c2_g1_i1.p1","CAE1274102.1",74.8,741,0,1238,0
"436","EB8_PN_TRINITY_DN11962_c0_g1_i1.p1","CAE1305779.1",64.6,472,3.94e-219,626,0
"437","EB7_PN_TRINITY_DN28184_c0_g1_i2.p1","CAE1263504.1",57.1,1302,0,1427,0
"438","EB7_PN_TRINITY_DN3502_c2_g1_i1.p1","CAE1271171.1",61.8,1432,0,1671,0
"439","EB1_MH_TRINITY_DN49588_c1_g7_i1.p1","XP_014781273.1",63.8,141,7.76e-62,197,0
"440","EB1_MH_TRINITY_DN50666_c5_g6_i1.p1","CAE1307838.1",47.8,159,6e-45,159,0
"441","EB1_MH_TRINITY_DN49033_c8_g2_i2.p1","CAE1286244.1",62.9,337,1.29e-149,435,0
"442","EB5_PN_TRINITY_DN20853_c0_g2_i1.p1","CAE1233689.1",80.7,429,1.21e-275,764,0
"443","EB1_MH_TRINITY_DN48504_c3_g1_i1.p1","CAE1299726.1",91.3,414,2.93e-245,703,0
"444","EB3_PN_TRINITY_DN135059_c1_g1_i3.p1","XP_029655636.1",71.9,249,4.84e-136,411,0
"445","EB8_PN_TRINITY_DN100025_c0_g1_i1.p1","XP_029644953.1",58.8,464,2.05e-193,559,0
"446","EB10_PN_TRINITY_DN81144_c0_g1_i1.p1","CAE1329508.1",66.7,132,6.11e-66,211,0
"447","EB1_MH_TRINITY_DN53587_c6_g1_i1.p1","ALM01449.1",78.3,258,8.58e-124,433,0
"448","EB10_PN_TRINITY_DN889_c0_g1_i2.p1","XP_029646485.1",59.8,281,2.56e-109,335,0
"449","EB8_PN_TRINITY_DN20393_c0_g1_i3.p1","CAE1312335.1",90.1,554,0,1059,0
"450","EB7_PN_TRINITY_DN1296_c0_g1_i1.p1","CAE1272941.1",75.2,431,1.78e-239,672,0
"451","EB10_PN_TRINITY_DN17512_c0_g1_i2.p1","XP_052716017.1",39.1,128,1.39e-19,92.8,0
"452","EB7_PN_TRINITY_DN3884_c2_g1_i8.p1","XP_052825877.1",58.2,287,1.64e-93,330,0
"453","EB8_PN_TRINITY_DN35358_c0_g1_i3.p1","CAE1264452.1",80.8,261,4.73e-155,447,0
"454","EB8_PN_TRINITY_DN1658_c0_g1_i1.p1","XP_014782596.1",54,263,3.21e-90,283,0
"455","EB5_PN_TRINITY_DN391_c0_g1_i2.p1","CAE1286049.1",81.1,249,7.05e-136,402,0
"456","EB3_PN_TRINITY_DN12650_c0_g1_i2.p1","ALM01449.1",77.9,258,9.5e-125,436,0
"457","EB3_PN_TRINITY_DN109127_c0_g1_i1.p1","XP_052828350.1",56.5,147,3.12e-37,137,0
"458","EB10_PN_TRINITY_DN294_c1_g2_i9.p1","CAE1277675.1",70.2,191,2.37e-94,289,0
"459","EB1_MH_TRINITY_DN52631_c6_g1_i1.p1","CAI9715155.1",58.4,365,3.6e-161,466,0
"460","EB5_PN_TRINITY_DN4631_c0_g1_i10.p1","CAE1316839.1",57,530,9.24e-221,634,0
"461","EB1_MH_TRINITY_DN49096_c0_g2_i3.p1","CAE1318502.1",87.8,230,1.95e-130,439,0
"462","EB3_PN_TRINITY_DN233817_c1_g2_i1.p1","XP_014771980.1",51.5,423,2.1e-137,424,0
"463","EB3_PN_TRINITY_DN16822_c0_g1_i5.p1","XP_020899267.2",46.1,76,1.26e-19,93.2,0
"464","EB10_PN_TRINITY_DN529_c1_g1_i6.p1","XP_052832783.1",75.6,332,5.77e-172,494,0
"465","EB1_MH_TRINITY_DN49624_c6_g2_i1.p1","CAE1265924.1",74.9,375,3.91e-218,612,0
"466","EB10_PN_TRINITY_DN8392_c0_g1_i2.p1","XP_029656435.1",60.6,132,3.25e-55,181,0
"467","EB1_MH_TRINITY_DN51935_c4_g3_i1.p1","CAE1267166.1",85.2,508,0,898,0
"468","EB5_PN_TRINITY_DN14467_c0_g2_i1.p1","XP_036363566.1",56.2,201,1.22e-82,257,0
"469","EB10_PN_TRINITY_DN17137_c0_g1_i2.p1","CAE1274104.1",75.7,744,0,1287,0
"470","EB8_PN_TRINITY_DN26595_c0_g2_i3.p1","CAE1248444.1",91.6,2179,0,1905,0
"471","EB7_PN_TRINITY_DN509_c0_g1_i7.p1","XP_052833195.1",51.7,116,2.6e-27,113,0
"472","EB1_MH_TRINITY_DN49156_c2_g1_i2.p1","CAE1274102.1",74.4,836,0,1384,0
"473","EB7_PN_TRINITY_DN88080_c0_g1_i1.p1","XP_048247493.1",47,890,4.44e-299,860,0
"474","EB7_PN_TRINITY_DN80622_c0_g1_i1.p1","XP_036366100.1",61.7,94,1.28e-33,125,0
"475","EB10_PN_TRINITY_DN13_c0_g1_i2.p1","PTQ26753.1",31.8,217,1.59e-26,115,0
"476","EB5_PN_TRINITY_DN69049_c0_g1_i1.p1","XP_014767562.1",66.2,302,4.08e-138,403,0
"477","EB10_PN_TRINITY_DN25545_c2_g2_i1.p1","CAE1274102.1",74.2,836,0,1380,0
"478","EB5_PN_TRINITY_DN82220_c0_g1_i1.p1","CAE1143476.1",87.7,220,1.34e-138,402,0
